id,surname,forename,initials,age_text,honours,date_of_death,date_of_death2,rank,regiment,secondary_regiment,unitshipsquadron,country,servicenumberexport,cemeterymemorial,gravereference,additionalinformation,
181005,WOOD,BRIAN ROBERT PHILIP,B R P,21,,02/07/1915,,Second Lieutenant,London Regiment,,7th Bn.,France,,MAZINGARBE COMMUNAL CEMETERY,107.,"Son of Robert Samuel Wood and Theodora Sarah Sophia Wood, of Bedford House, High Wycombe, Bucks."
1816701,WOOD,ALAN TYSON,A T,27,,24/05/1942,,Sergeant,Royal Air Force Volunteer Reserve,,5 Sqdn.,Singapore,'785063',SINGAPORE MEMORIAL,Column 415.,"Son of Charles Hewitt Wood and Mary Tyson Wood, of Guildford, Surrey. Mining Engineer."
1816702,WOOD,DAVID,D,24,,18/09/1944,,Leading Aircraftman,Royal Air Force Volunteer Reserve,,,Singapore,'1105025',SINGAPORE MEMORIAL,Column 439.,"Son of David and Elizabeth Wood, of Chorlton, Manchester."
1816703,WOOD,HUGH JOHN,H J,,,16/12/1945,,Flight Lieutenant,Royal Air Force Volunteer Reserve,,,Singapore,'152282',SINGAPORE MEMORIAL,Column 446.,
1816704,WOOD,JAMES,J,22,,15/02/1942,,Aircraftman 1st Class,Royal Air Force Volunteer Reserve,,,Singapore,'1106457',SINGAPORE MEMORIAL,Column 419.,Son of Thomas and Alice Wood.
1816705,WOOD,JOSEPH MILTON,J M,21,,08/12/1941,,Aircraftman 1st Class,Royal Air Force Volunteer Reserve,,27 Sqdn.,Singapore,'996864',SINGAPORE MEMORIAL,Column 410.,"Son of John Milton Wood and Edith Annie Wood, of Elland, Yorkshire."
1816706,WOOD,KENNETH RONALD,K R,25,,12/09/1944,,Warrant Officer,Royal Australian Air Force,,,Singapore,'404155',SINGAPORE MEMORIAL,Column 444.,"Son of Cyril Norman Wood and Nesta Muriel Wood, of Potts Point, Sydney, New South Wales, Australia."
1816707,WOOD,PERCIVAL HENRY,P H,37,,13/10/1944,,Aircraftman 2nd Class,Royal Air Force Volunteer Reserve,,,Singapore,'1401948',SINGAPORE MEMORIAL,Column 442.,"Husband of Florence Vera Lillian Wood, of St. Annes Park, Bristol."
1816708,WOOD,PETER WILLIAM HENRY,P W H,21,,06/05/1944,,Flight Lieutenant,Royal Air Force Volunteer Reserve,,194 Sqdn.,Singapore,'121419',SINGAPORE MEMORIAL,Column 432.,"Son of Frank Edward and May Jane Elizabeth Wood, of Hayling Island, Hampshire."
1816709,WOOD,RAYMOND,R,21,,26/01/1942,,Aircraftman 1st Class,Royal Air Force,,34 Sqdn.,Singapore,'542931',SINGAPORE MEMORIAL,Column 419.,"Son of Thomas Henry and Annie Wood, of Nelson, Lancashire."
1816710,WOOD,ROBERT,R,27,,02/11/1944,,Leading Aircraftman,Royal Air Force,,605 Sqdn.,Singapore,'612683',SINGAPORE MEMORIAL,Column 439.,Son of William Thomas Wood and Eliza Wood.
1816711,WOOD,WILFRED OWEN,W O,24,,21/04/1942,,Corporal,Royal Air Force,,113 Sqdn. attd. 45 Sqdn.,Singapore,'549948',SINGAPORE MEMORIAL,Column 416.,"Son of Charles Edward and Eleanor Gertrude Mary Wood; husband of Evelyn Wood, of Bredbury, Cheshire."
182626,WOOD,,E,,,08/10/1918,,Private,King's Shropshire Light Infantry,,1st Bn.,France,'205832',RAMICOURT BRITISH CEMETERY,A. 24.,
182755,WOOD,,A,,,02/10/1918,,Private,Manchester Regiment,,2nd Bn.,France,'277241',JONCOURT EAST BRITISH CEMETERY,C. 5.,"Son-in-law of Samuel Renton, of 82, Lloyd St., Heaton Norris, Stockport."
184253,WOOD,,B,,,19/11/1916,,Private,Canadian Infantry,,50th Bn.,France,'160108',"ADANAC MILITARY CEMETERY, MIRAUMONT",I. E. 1.,
184254,WOOD,,J,,,15/03/1917,,Private,Middlesex Regiment,,1st Bn.,France,'G/8128',"ADANAC MILITARY CEMETERY, MIRAUMONT",V. K. 6.,
184255,WOOD,SYDNEY JOHN,S J,35,,15/09/1916,,Private,Northumberland Fusiliers,,1st/7th Bn.,France,'3837',"ADANAC MILITARY CEMETERY, MIRAUMONT",V. J. 20.,"Son of John C. and Grace Wood, of 4, Bestwood Park, Clay Cross, Chesterfield. Native of Burton-on-Trent."
184256,WOOD,,W,,,25/09/1916,,Private,Northumberland Fusiliers,,10th Bn.,France,'6884',"ADANAC MILITARY CEMETERY, MIRAUMONT",VI. D. 11.,
185384,WOOD,,A,,,01/07/1916,,Lance Corporal,Highland Light Infantry,,17th Bn.,France,'16203',"BLIGHTY VALLEY CEMETERY, AUTHUILLE WOOD",III. B. 11.,
186007,WOOD,WILLIAM GEORGE,W G,18,,22/08/1918,,Rifleman,London Regiment (First Surrey Rifles),,21st Bn.,France,'656470',"BEACON CEMETERY, SAILLY-LAURETTE",VI. H. 6.,"Son of Mr. N. L. and Mrs. E. E. Wood, of 10, Weston Place, Long Lane, Bermondsey, London."
186669,WOOD,JOSEPH,J,24,,11/02/1916,,Lance Serjeant,Border Regiment,,11th Bn.,France,'13203',AVELUY COMMUNAL CEMETERY EXTENSION,D. 3.,"Son of Joseph and Hannah Wood, of Cooper House, Silside, Kendal, Westmorland."
188245,WOOD,,G,,,26/11/1917,,Lance Corporal,King's Own (Royal Lancaster Regiment),,11th Bn.,France,'22321',ANNEUX BRITISH CEMETERY,II. G. 8.,
188637,WOOD,,A,,,07/09/1918,,Serjeant,London Regiment,,34th Bn.,France,'880630',SAILLY-LABOURSE COMMUNAL CEMETERY EXTENSION,K. 18.,"Husband of Mrs. M. A. Wood, of 46, Caroline St., Stalybridge, Cheshire."
188659,WOOD,,A,,,10/07/1915,,Private,Scots Guards,,1st Bn.,France,'10916',LABOURSE COMMUNAL CEMETERY,A. 3.,
189351,WOOD,JOHN WILLIAM,J W,19,,10/04/1918,,Rifleman,South Lancashire Regiment,West Yorkshire Regiment (Prince of Wales's Own),1st/5th Bn.,France,'32701',"BROWN'S ROAD MILITARY CEMETERY, FESTUBERT",VII. D. 1.,"Son of Clarence Taylor Wood and Louisa Wood, of 21, Alfred Place, Willons Rd., Dewsbury."
189782,WOOD,,J,36,,21/09/1918,,Private,Royal Welsh Fusiliers,,"""B"" Coy. 24th Bn",France,'345657',"PONT-D'ACHELLES MILITARY CEMETERY, NIEPPE",III. D. 14.,"Son of Henry and Louisa Wood, of Winterley, Sandbach; husband of Ann Wood, of Stowford, Weston, Crewe."
190813,WOOD,,D,,,24/04/1917,,Serjeant,Royal Field Artillery,,"""C"" Bty. 315th Bde.",France,'650006',ANZIN-ST. AUBIN BRITISH CEMETERY,II. B. 16.,
191512,WOOD,,F,,,01/07/1916,,Private,East Yorkshire Regiment,,1st Bn.,France,'7582',"GORDON DUMP CEMETERY, OVILLERS-LA BOISSELLE",V. Q. 5.,
191513,WOOD,WILFRED JOHN,W J,25,,01/07/1916,,Second Lieutenant,Middlesex Regiment,,4th Bn.,France,,"GORDON DUMP CEMETERY, OVILLERS-LA BOISSELLE",IV. K.,"Son of Robert and Isabel Wood, of 125, Hindpool Rd., Barrow-in-Furness."
19171,WOOD,WALTER DAVIS,W D,33,,07/08/1918,,Gunner,Royal Garrison Artillery,,24th Heavy Bty.,France,'23633',"BAC-DU-SUD BRITISH CEMETERY, BAILLEULVAL",III. A. 1.,"Son of J. A. Davis Wood and Elizabeth Wood, of Knostrop Hill Road, Leeds."
191983,WOOD,,D,,,25/10/1918,,Lance Corporal,Manchester Regiment,,1st/5th Bn.,France,'201878',ST. AUBERT BRITISH CEMETERY,V. E. 19.,"Son of Mr. T. Wood, of 110, Greyhound Rd., Tottenham, London."
191984,WOOD,,J H,,,14/10/1918,,Gunner,Royal Garrison Artillery,,306th Siege Bty.,France,'94725',ST. AUBERT BRITISH CEMETERY,IV. A. 1.,"Son of Mr. W. Wood, of Station Rd., Low Ackworth, Pontefract."
192945,WOOD,JAMES,J,20,,26/05/1915,,Driver,Royal Field Artillery,,53rd Bty. 2nd Bde.,France,'84299',ERQUINGHEM-LYS CHURCHYARD EXTENSION,I. B. 9.,"Son of Mrs. Mary Wood, of ""Ythan Bank,"" Evan St., Stonehaven, Kincardineshire."
192946,WOOD,,J A,,,31/08/1917,,Private,The Loyal North Lancashire Regiment,,2nd/4th Bn.,France,'203185',ERQUINGHEM-LYS CHURCHYARD EXTENSION,II. E. 31.,
192947,WOOD,,W J,,,29/05/1915,,Private,The Buffs (East Kent Regiment),,1st Bn.,France,'S/10588',ERQUINGHEM-LYS CHURCHYARD EXTENSION,I. B. 13.,
193509,WOOD,,S,,,04/12/1915,,Rifleman,King's Royal Rifle Corps,,12th Bn.,France,'A/2059',"Y FARM MILITARY CEMETERY, BOIS-GRENIER",K. 23.,
194066,WOOD,CLEMENT,C,25,,15/09/1916,,Lance Corporal,New Zealand Rifle Brigade,,3rd Bn. 3rd,France,'25/920',"BULLS ROAD CEMETERY, FLERS",II. C. 19.,"Son of John and Kate Wood, of Russell, Bay of Islands, New Zealand."
195618,WOOD,,C H,,,11/05/1915,,Rifleman,London Regiment (First Surrey Rifles),,21st Bn.,France,'1530',"GUARDS CEMETERY, WINDY CORNER, CUINCHY",VI. C. 38.,
195619,WOOD,FRANCIS ALEXANDER,F A,23,Mentioned in Despatches,10/03/1915,,Private,Royal Berkshire Regiment,,1st Bn.,France,'11850',"GUARDS CEMETERY, WINDY CORNER, CUINCHY",IV. B. 43.,"Son of Wilfred and Catherine Wood, of 20, Maple Rd., Anerley, London. Born at West Norwood, London."
195620,WOOD,,G H,,,26/06/1918,,Private,King's Own (Royal Lancaster Regiment),,1st/4th Bn.,France,'40949',"GUARDS CEMETERY, WINDY CORNER, CUINCHY",V. C. 2.,
196481,WOOD,,J,,,01/11/1916,,Private,Manchester Regiment,,24th Bn.,France,'26197',COURCELETTE BRITISH CEMETERY,IV. E. 26.,
197180,WOOD,HUBERT,H,22,,14/11/1916,,Private,Duke of Wellington's (West Riding Regiment),,1st/7th Bn.,France,'4455',FONCQUEVILLERS MILITARY CEMETERY,I. H. 4.,"Son of Hubert and Jane Wood, of ""Laburnum House,"" Grassington, Skipton, Yorks."
197181,WOOD,,J W,,,14/01/1916,,Private,East Lancashire Regiment,,8th Bn.,France,'16269',FONCQUEVILLERS MILITARY CEMETERY,I. H. 25.,
197294,WOOD,EVELYN,E,34,,29/06/1916,,Private,East Lancashire Regiment,,8th Bn.,France,'18810',HANNESCAMPS NEW MILITARY CEMETERY,A. 17.,"Son of Sarah Wood, of 154 Platt Lane, Rusholme, Manchester, and the late Thomas Wood."
2000427,WOOD,WILLIAM JOHN,W J,22,,20/08/1915,,Private,Essex Regiment,,4th Bn,Turkey (including Gallipoli),'2183',HELLES MEMORIAL,Panel 146 to 151 or 229 to 233.,"Son of Mr. and Mrs. John Wood, of 1, Railway Cottages, Shenfield, Essex."
2000547,WOOD,ARTHUR,A,,,25/09/1915,,Serjeant,King's Shropshire Light Infantry,,5th Bn.,Belgium,'5932',YPRES (MENIN GATE) MEMORIAL,Panel 47 and 49.,
2000609,WOOD,HARRY,H,,,09/09/1918,,Private,Manchester Regiment,,12th (Duke of Lancaster's Own Yeomanry) Bn.,France,'41962',VIS-EN-ARTOIS MEMORIAL,Panel 9.,
2000784,WOOD,ERNEST,E,25,M M,06/04/1917,,Air Mechanic 2nd Class,Royal Flying Corps,,,France,'61869',ARRAS FLYING SERVICES MEMORIAL,Addenda Panel.,
2000914,WOOD,ALFRED THOMAS,A T,23,,09/11/1918,,Private,Canadian Infantry,,1st Depot Bn. (Manitoba).,Canada,'2379674',CYPRESS RIVER (GLENCOE) CEMETERY,,"Son of Jonah and Sarah E. Wood, of Cypress River, Man."
2001128,WOOD,STANLEY HERBERT,S H,,,21/03/1917,,Private,Royal Marine Light Infantry,,"R.M. Depot (Deal),",United Kingdom,'CH/21026',DEAL CEMETERY,2. 1264.," Son of Herbert Josiah and Sarah Ann Wood, of ""Stanholme,"" 144, Newsome Rd., South Huddersfield."
2001177,WOOD,,E,,,23/09/1916,,Private,Duke of Wellington's (West Riding Regiment),,7th Bn,France,'1616',"MONT HUON MILITARY CEMETERY, LE TREPORT",II. E. 8.,
2001284,WOOD,JOSEPH,J,,,11/04/1918,,Private,Household Battalion,,,United Kingdom,'3082',"NIGG PARISH CHURCHYARD, ABERDEENSHIRE","West side, D.22.",
2001678,WOOD,,J C,,,12/01/1919,,Private,Royal Army Service Corps,,,United Kingdom,'M2/121270',DARWEN CEMETERY,II. C.E. 683.,"Son of Mrs. Ellen Wood, of Darwen; husband of Frances Wood, of 103, Kay St., Darwen."
2001832,WOOD,FINLEY CAMPBELL,F C,22,,05/04/1918,,Lance Corporal,"Wellington Regiment, N.Z.E.F.",,1st Bn,France,'12525',BERTRANCOURT COMMUNAL CEMETERY,,"Son of George and Catherine Wood, of Dannenrke, New Zealand."
2002140,WOOD,PHILIP LOVEL,P L,,,04/03/1917,,Second Lieutenant,Royal Flying Corps,,43 Sqdn.,France,,"CABARET-ROUGE BRITISH CEMETERY, SOUCHEZ",XV. G. 23.,
202312,WOOD,,A,,,29/05/1915,,Private,Lancashire Fusiliers,,2nd Bn.,France,'6108',"BAILLEUL COMMUNAL CEMETERY EXTENSION, NORD",I. B. 64.,
202313,WOOD,,A,,,15/05/1915,,Sapper,Royal Engineers,,171st Tunnelling Coy.,France,'86682',"BAILLEUL COMMUNAL CEMETERY EXTENSION, NORD",I. A. 90.,
202314,WOOD,,A E,,,16/07/1915,,Rifleman,Rifle Brigade,,2nd Bn.,France,'S/4203',"BAILLEUL COMMUNAL CEMETERY EXTENSION, NORD",I. D. 117.,
202315,WOOD,CALEB RICHARD,C R,34,,14/11/1916,,Sapper,New Zealand Engineers,,Tunnelling Coy.,France,'4/1238',"BAILLEUL COMMUNAL CEMETERY EXTENSION, NORD",III. A. 225.,"Son of Richard and Agnes Wood, of 23, Prestage Buildings, Prestage St., Poplar, London."
202316,WOOD,,G,,,21/07/1916,,Private,"Australian Infantry, A.I.F.",,55th Bn.,France,'2039',"BAILLEUL COMMUNAL CEMETERY EXTENSION, NORD",II. F. 27.,
202317,WOOD,,G,,,07/11/1916,,Private,The Loyal North Lancashire Regiment,,9th Bn.,France,'12740',"BAILLEUL COMMUNAL CEMETERY EXTENSION, NORD",III. A. 234.,
202318,WOOD,JAMES PETER SIDNEY,J P S,25,,27/03/1916,,Gunner,Canadian Field Artillery,,4th Bde,France,'443',"BAILLEUL COMMUNAL CEMETERY EXTENSION, NORD",II. B. 36.,"Son of James and Florence Wood, of 19, Manchester St., Brighton, England."
202319,WOOD,THOMAS,T,24,,15/05/1917,,Bombardier,Royal Field Artillery,,"""A"" Bty. 173rd Bde.",France,'L/24123',"BAILLEUL COMMUNAL CEMETERY EXTENSION, NORD",III. B. 146.,"Only son of Harry and Elizabeth Wood, of 321, Worsley Rd., Winton, Manchester."
202908,WOOD,,A,,,02/09/1916,,Private,Cheshire Regiment,,13th Bn.,France,'35460',BOUZINCOURT COMMUNAL CEMETERY EXTENSION,II. H. 14.,"Son of Mr. M. Wood, of 126, Lodge Lane, Hyde, Cheshire."
202909,WOOD,,H,,,19/07/1916,,Lance Corporal,Worcestershire Regiment,,7th Bn.,France,'2158',BOUZINCOURT COMMUNAL CEMETERY EXTENSION,I. B. 4.,"Son of Mrs. F. Wood, of 22, Turner's Lane, Selph, Brierley Hill, Staffs."
202910,WOOD,,T E,,,27/06/1916,,Pioneer,Royal Engineers,,1st Bn. Special Bde.,France,'155480',BOUZINCOURT COMMUNAL CEMETERY EXTENSION,II. C. 8.,
2033291,WOOD,FREDERICK LIONEL ROY,F L R,23,,15/10/1941,,Sergeant,Royal New Zealand Air Force,,75 (R.A.F.) Sqdn,Germany,'404439',RHEINBERG WAR CEMETERY,1. C. 5.,"Son of Lionel Gladstone Wood and Laura Ada Wood, of Waimate North, Auckland, New Zealand."
2033292,WOOD,GEORGE ROBERT NEWTON,G R N,31,,31/03/1944,,Warrant Officer,Royal Australian Air Force,,,Germany,'412792',RHEINBERG WAR CEMETERY,9. E. 20.,"Son of Henry Wood and Catherine Wood; husband of Adelaide Margaret Wood, of Bexley, New South Wales, Australia."
2033293,WOOD,JOSEPH CLEGG,J C,,,17/12/1942,,Sergeant,Royal Air Force Volunteer Reserve,,115 Sqdn.,Germany,'1238480',RHEINBERG WAR CEMETERY,Coll. grave 17. C. 16-18.,
2033294,WOOD,MAURICE ERNEST LANGTON,M E L,23,,18/09/1940,,Sergeant,Royal Air Force Volunteer Reserve,,99 Sqdn.,Germany,'754548',RHEINBERG WAR CEMETERY,9. B. 19.,"Son of Ernest Richard and Dorothy Mabel Wood, of Sheffield."
2033295,WOOD,PETER GUY CAMPBELL,P G C,,,31/08/1941,,Pilot Officer,Royal Air Force Volunteer Reserve,,207 Sqdn.,Germany,'60568',RHEINBERG WAR CEMETERY,1. A. 24.,
2033296,WOOD,RAYMOND GEORGE,R G,22,,17/04/1943,,Flying Officer,Royal Air Force Volunteer Reserve,,426 (R.C.A.F.) Sqdn,Germany,'130506',RHEINBERG WAR CEMETERY,8. F. 17.,"Son of Cassandra Bessie Wood, and stepson of Thomas Heward, of Derby."
2033297,WOOD,ROBERT ERIC NORMAN,R E N,,,23/05/1944,,Pilot Officer,Royal Air Force Volunteer Reserve,,419 (R.C.A.F.) Sqdn,Germany,'176479',RHEINBERG WAR CEMETERY,Coll. grave 3. H. 18-22.,"Son of Mr. and Mrs. H. G. Wood, of Morriston, Glamorgan."
2033298,WOOD,TERENCE ALBERT,T A,20,,10/08/1943,,Flight Sergeant,Royal Air Force Volunteer Reserve,,49 Sqdn.,Germany,'1236752',RHEINBERG WAR CEMETERY,18. D. 9.,"Son of Albert John and Elsie Wood, of Halifax, Yorkshire."
2033299,WOOD,THOMAS,T,,,05/01/1945,,Flying Officer,Royal Air Force Volunteer Reserve,,418 (R.C.A.F.) Sqdn,Germany,'165019',RHEINBERG WAR CEMETERY,9. H. 15.,
2034528,WOOD,ARTHUR BERRICK,A B,19,,27/10/1944,,Fusilier,Royal Scots Fusiliers,,4/5th Bn.,Netherlands,'14697387',BERGEN-OP-ZOOM WAR CEMETERY,10. C. 6.,"Son of William and Gladys Wood, of Cleethorpes, Lincolnshire."
2034529,WOOD,CHARLES KENNETH,C K,23,,18/02/1943,,Flying Officer,Royal Air Force Volunteer Reserve,,68 Sqdn.,Netherlands,'130147',BERGEN-OP-ZOOM WAR CEMETERY,32. C. 5.,"Son of Thornton and Florence Wood, of Cleckheaton, Yorkshire; husband of Irene Wood, of Cleckheaton."
2034530,WOOD,ERNEST,E,26,,24/10/1944,,Private,Welch Regiment,,1/5th Bn.,Netherlands,'3966155',BERGEN-OP-ZOOM WAR CEMETERY,17. B. 3.,"Son of Mr. and Mrs. Robert Wood, of Swansea; husband of Joyce Wood."
2034531,WOOD,GEORGE ROBERT,G R,,,27/03/1942,,Sergeant,Royal Air Force Volunteer Reserve,,138 Sqdn.,Netherlands,'1334807',BERGEN-OP-ZOOM WAR CEMETERY,32. A. 5.,
2034532,WOOD,JOHN KENNETH,J K,23,,22/06/1943,,Warrant Officer Class II,Royal Canadian Air Force,,429 Sqdn.,Netherlands,'R/82786',BERGEN-OP-ZOOM WAR CEMETERY,Coll. grave 25. C. 1-2.,"Son of Francis John and Martha Pearl Wood, of Stirling, Ontario, Canada."
2034533,WOOD,LIONEL HEREVILLE,L H,21,,10/08/1941,,Flight Sergeant,Royal Air Force Volunteer Reserve,,53 Sqdn.,Netherlands,'755675',BERGEN-OP-ZOOM WAR CEMETERY,33. B. 1.,"Son of Harold and Matilda Wood, of Eastville, Bristol."
2034534,WOOD,PETER MICHAEL,P M,22,,12/04/1944,,Flying Officer,Royal Air Force Volunteer Reserve,,619 Sqdn.,Netherlands,'135679',BERGEN-OP-ZOOM WAR CEMETERY,3. A. 7.,Son of Roy Stanley and Elizabeth Muriel Wood.
2034535,WOOD,WILLIAM,W,18,,02/11/1944,,Private,Highland Light Infantry (City of Glasgow Regiment),,1st Bn. The Glasgow Highlanders,Netherlands,'14725687',BERGEN-OP-ZOOM WAR CEMETERY,8. B. 16.,"Son of Alexander and Mabel Ellen Wood, of Parkhall, Dalmuir, Dunbartonshire."
2035330,WOOD,,C E,,,25/05/1942,,Second Lieutenant,Army in Burma Reserve of Officers,,,India,,IMPHAL WAR CEMETERY,7. F. 14.,
2035331,WOOD,ERNEST SYDNEY,E S,29,,14/10/1944,,Private,Queen's Own Royal West Kent Regiment,,4th Bn.,India,'6350545',IMPHAL WAR CEMETERY,3. A. 4.,"Son of Harry Austin Wood and Agnes Elizabeth Wood, of Bow, London."
2035332,WOOD,JOHN ROBERT,J R,29,,07/07/1944,,Private,Devonshire Regiment,,1st Bn.,India,'5628786',IMPHAL WAR CEMETERY,4. D. 12.,"Son of George Edward and Ada Wood, of Plymouth."
204256,WOOD,ARTHUR,A,28,,13/04/1918,,Private,Duke of Wellington's (West Riding Regiment),,1st/6th Bn.,France,'300139',"TROIS ARBRES CEMETERY, STEENWERCK",II. J. 37.,Son of Frank and Margaret Ann Wood.
204257,WOOD,CLAUDE LANCELOT,C L,,,11/06/1917,,Private,"Canterbury Regiment, N.Z.E.F.",,1st Bn.,France,'11764',"TROIS ARBRES CEMETERY, STEENWERCK",I. S. 17.,"Brother of Mr. W. R. Wood, of Woolston, Christchurch, New Zealand."
204564,WOOD,,W,,,09/04/1918,,Private,Suffolk Regiment,,12th Bn.,France,'21932',"LE GRAND BEAUMART BRITISH CEMETERY, STEENWERCK",II. A. 3.,
2045680,WOOD,ERNEST EDWARD,E E,33,,07/08/1944,,Private,South Staffordshire Regiment,,1/6th Bn.,France,'4349824',"RYES WAR CEMETERY, BAZENVILLE",VIII. G. 7.,"Son of James and Edith Ellen Wood; husband of Daisy Dorothy Wood, of Leytonstone, Essex."
2047099,WOOD,ARTHUR,A,24,,20/11/1944,,Lance Corporal,Somerset Light Infantry,,7th Bn.,Germany,'4917147',REICHSWALD FOREST WAR CEMETERY,57. H. 4.,
2047100,WOOD,BENJAMIN BRINLEY,B B,,,23/06/1943,,Flight Sergeant,Royal Air Force,,75 Sqdn.,Germany,'656588',REICHSWALD FOREST WAR CEMETERY,Coll. grave 19. G. 4-6.,
2047101,WOOD,CLEMENT JAMES,C J,21,,24/03/1945,,Lance Corporal,Royal Corps of Signals,,6th Airborne Div. Sigs.,Germany,'14407112',REICHSWALD FOREST WAR CEMETERY,37.B. 10.,"Son of Clement and Jessie Mildred Wood, of Blaby, Leicestershire."
2047102,WOOD,EDWARD FREDERICK,E F,20,,06/11/1944,,Sergeant,Royal Air Force Volunteer Reserve,,619 Sqdn.,Germany,'1816621',REICHSWALD FOREST WAR CEMETERY,24. C. 2.,"Son of Benjamin George and Henrietta Wood, of Warley, Worcestershire."
2047103,WOOD,EDWIN HALL,E H,,,01/05/1943,,Sergeant,Royal Air Force Volunteer Reserve,,76 Sqdn.,Germany,'1311885',REICHSWALD FOREST WAR CEMETERY,12. C. 13.,"Son of Edwin Wood, and of Mary Wood, of Ventnor, Isle of Wight."
2047104,WOOD,FRANCIS HUGH,F H,20,,24/03/1945,,Lieutenant,Oxford and Bucks Light Infantry,,2nd (Airborne) Bn.,Germany,'271477',REICHSWALD FOREST WAR CEMETERY,35. C. 5.,"Son of Mr. and Mrs. S. R. Wood, of Sampford Brett Somerset."
2047105,WOOD,FRANK,F,20,,12/03/1945,,Trooper,Royal Armoured Corps,,13th/18th Royal Hussars,Germany,'4868778',REICHSWALD FOREST WAR CEMETERY,53. B. 11.,"Son of Catherine Wood, of Sheepbridge, Huddersfield."
2047106,WOOD,FRED,F,27,,15/02/1945,,Corporal,Dorsetshire Regiment,,4th Bn.,Germany,'5728741',REICHSWALD FOREST WAR CEMETERY,57. F. 7.,
2047107,WOOD,HENRY LEONARD,H L,20,,03/11/1943,,Sergeant,Royal Air Force Volunteer Reserve,,49 Sqdn.,Germany,'1578075',REICHSWALD FOREST WAR CEMETERY,18. D. 16.,"Son of Leonard John and Henrietta Hephzibah Wood, of Gedling, Nottinghamshire."
2047108,WOOD,JAMES ALBERT,J A,25,,28/03/1945,,Corporal,Duke of Cornwall's Light Infantry,,5th Bn.,Germany,'6087272',REICHSWALD FOREST WAR CEMETERY,56. B. 7.,
2047109,WOOD,JAMES ALFRED,J A,27,,28/09/1945,,Lance Serjeant,Royal Corps of Signals,,I. Corps Sigs.,Germany,'2585894',REICHSWALD FOREST WAR CEMETERY,54. C. 7.,"Son of Alexander and Elizabeth Wood; husband of Iris Wood, of Edinburgh."
2047110,WOOD,JAMES HASWELL,J H,29,,21/03/1945,,Flight Sergeant,Royal New Zealand Air Force,,75 (R.A.F.) Sqdn,Germany,'425811',REICHSWALD FOREST WAR CEMETERY,4. G. 1.,"Son of Mr. and Mrs. J. H. Wood, of Cassilis, Victoria, Australia."
2047111,WOOD,JESSE,J,29,,24/03/1945,,Serjeant,Black Watch (Royal Highlanders),,1st Bn.,Germany,'2760863',REICHSWALD FOREST WAR CEMETERY,52. C. 15.,
2047112,WOOD,JOHN,J,29,,27/03/1945,,Corporal,Gordon Highlanders,,5/7th Bn.,Germany,'14315259',REICHSWALD FOREST WAR CEMETERY,60. H. 13.,"Son of James and Margaret Wood; husband of Elizabeth Wood, of Featherston, Wellington, New Zealand."
2047113,WOOD,JOHN MORTON MONTAGU,J M M,22,,01/03/1945,,Captain,Royal Artillery,,86 (The Hertfordshire Yeo.) Field Regt.,Germany,'210522',REICHSWALD FOREST WAR CEMETERY,54. B. 6.,"Silver Star (U.S.A.). Son of Brigadier J.M.D. Wood, O.B.E., M.C., and Mrs. Wood, of Leatherhead, Surrey."
2047114,WOOD,JOHN WILFRED,J W,18,,06/04/1945,,Fusilier,Royal Scots Fusiliers,,415th Bn.,Germany,'14777629',REICHSWALD FOREST WAR CEMETERY,49. E. 15.,
2047115,WOOD,KEMBLE RUSSELL,K R,27,,20/10/1943,,Flying Officer,Royal Australian Air Force,,,Germany,'411977',REICHSWALD FOREST WAR CEMETERY,Coll. grave 31. G. 11-13.,"Son of Frank Russell Wood and Gwendolen Marion Wood; husband of Ethel Winifred Wood, of Strathfield, New South Wales, Australia."
2047116,WOOD,LEONARD MAURICE,L M,25,,28/02/1945,,Driver,Royal Army Service Corps,,103 Armd. Div. Transport Coy.,Germany,'T/142044',REICHSWALD FOREST WAR CEMETERY,54. E. 5.,
2047117,WOOD,MARK,M,26,,08/03/1945,,Serjeant,Wiltshire Regiment,,5th Bn.,Germany,'5051375',REICHSWALD FOREST WAR CEMETERY,47. C. 3.,"Son of Thomas and Victoria Beatrice Wood, of Tamworth, Staffordshire; husband of Vera Doreen Wood. of Tamworth."
2047118,WOOD,NEVILLE HENRY,N H,20,,05/05/1943,,Sergeant,Royal Air Force Volunteer Reserve,,156 Sqdn.,Germany,'1435587',REICHSWALD FOREST WAR CEMETERY,3. B. 1.,"Son of Henry and Clara Gladys Wood, of Onerahi, Auckland, New Zealand."
2047119,WOOD,RALPH,R,29,,23/02/1945,,Lance Corporal,Royal Scots,,8th Bn.,Germany,'5385643',REICHSWALD FOREST WAR CEMETERY,44. C. 9.,"Son of Ralph and Elizabeth Ann Wood; husband of Joan Margaret Wood, of Headington, Oxford."
2047120,WOOD,REGINALD ROBERT,R R,,,01/03/1945,,Fusilier,Royal Welch Fusiliers,,7th Bn.,Germany,'14776114',REICHSWALD FOREST WAR CEMETERY,51. D. 16.,
2047121,WOOD,STANLEY,S,20,,12/12/1944,,Gunner,Royal Artillery,,65 (The Norfolk Yeomanry) Anti-Tank Regt,Germany,'3608020',REICHSWALD FOREST WAR CEMETERY,55. F. 14.,
